full_name,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end
apache/geode-dotnet-core-client,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-dynamic-include,3,207 days 15:56:44.666666666,6 days 06:04:36,2,2,1,25 days 22:47:31,25 days 22:47:31,2,-182 days +06:50:46.333333334,19 days 16:42:55,2
apache/geronimo,0,NaT,NaT,35,0,2,80 days 08:38:41,80 days 08:38:41,39,NaT,NaT,12
apache/openwhisk-vscode,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-commons-crypto,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/geronimo-xbean,2,0 days 00:06:14.500000,0 days 00:06:14.500000,57,4,4,5 days 07:05:33.500000,3 days 22:25:19.500000,52,5 days 06:59:19,3 days 22:19:05,9
apache/commons-fileupload,23,36 days 09:31:23.391304348,19 days 01:40:17,40,26,43,10 days 10:48:03.883720930,1 days 00:02:45,43,-26 days +01:16:40.492416582,-19 days +22:22:28,43
apache/apr,0,NaT,NaT,7,2,0,NaT,NaT,9,NaT,NaT,0
apache/roller-website,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/couchdb-helm,5,84 days 14:27:52,87 days 11:47:57,10,13,10,82 days 21:23:37.300000,113 days 01:48:32.500000,35,-2 days +06:55:45.300000,25 days 14:00:35.500000,15
apache/camel-performance-tests,0,NaT,NaT,0,0,17,33 days 01:00:47.588235294,0 days 06:57:52,9,NaT,NaT,16
apache/sling-org-apache-sling-installer-provider-installhook,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-plugin-screen-orientation,10,128 days 20:33:52.300000,6 days 12:45:25,15,13,24,310 days 15:17:53.416666668,67 days 23:00:52.500000,24,181 days 18:44:01.116666668,61 days 10:15:27.500000,18
apache/sling-org-apache-sling-testing-sling-mock,1,59 days 19:14:08,59 days 19:14:08,1,1,6,68 days 13:58:11.833333333,4 days 01:31:58,2,8 days 18:44:03.833333333,-56 days +06:17:50,4
apache/cordova-plugin-inappbrowser,54,58 days 17:02:51.907407407,1 days 03:30:56.500000,221,91,34,259 days 11:30:40.911764704,25 days 00:05:37,302,200 days 18:27:49.004357297,23 days 20:34:40.500000,32
apache/fineract-cn-async,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-windows,4,50 days 11:51:49.750000,1 days 20:27:52.500000,34,6,7,907 days 03:41:48.142857136,1093 days 09:38:54,44,856 days 15:49:58.392857136,1091 days 13:11:01.500000,2
apache/maven-dist-tool,0,NaT,NaT,0,0,16,24 days 21:58:44.937500,15 days 00:06:07.500000,1,NaT,NaT,20
apache/logging-log4j1,0,NaT,NaT,11,1,4,538 days 07:33:34,0 days 04:49:00.500000,13,NaT,NaT,3
apache/fineract-cn-identity,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/nifi-maven,2,84 days 11:45:47,84 days 11:45:47,2,0,7,54 days 16:05:37.571428571,46 days 04:53:33,1,-30 days +04:19:50.571428571,-39 days +17:07:46,8
apache/sling-org-apache-sling-karaf-features,1,772 days 14:28:50,772 days 14:28:50,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/tomee,160,289 days 06:10:20.968750,4 days 02:31:21,539,171,252,613 days 06:18:59.603174608,7 days 05:34:01,733,324 days 00:08:38.634424608,3 days 03:02:40,233
apache/sling-org-apache-sling-commons-logservice,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/ambari-metrics,0,NaT,NaT,4,1,56,20 days 23:31:10.410714285,2 days 14:22:30,4,NaT,NaT,67
apache/cordova-plugin-dialogs,14,190 days 18:11:56.214285714,1 days 01:00:43,26,11,6,1 days 10:21:34,1 days 03:12:14,27,-190 days +16:09:37.785714286,0 days 02:11:31,9
apache/maven-archetypes,4,103 days 19:21:59.750000,62 days 07:43:44.500000,6,4,1,0 days 02:54:01,0 days 02:54:01,11,-104 days +07:32:01.250000,-63 days +19:10:16.500000,1
apache/comdev-fosdem-content,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/mynewt-newtmgr,13,10 days 16:23:28.923076923,0 days 23:14:53,9,12,1,41 days 05:49:58,41 days 05:49:58,13,30 days 13:26:29.076923077,40 days 06:35:05,1
apache/systemds,414,367 days 18:15:13.031400968,11 days 02:22:48.500000,712,358,214,241 days 07:50:26.317757008,8 days 19:19:02,778,-127 days +13:35:13.286356040,-3 days +16:56:13.500000,191
apache/commons-net,26,17 days 12:26:25.307692307,3 days 06:45:37,35,31,34,115 days 17:27:50.852941176,4 days 20:50:34.500000,50,98 days 05:01:25.545248869,1 days 14:04:57.500000,32
apache/streampipes-installer,1,69 days 22:02:40,69 days 22:02:40,1,1,0,NaT,NaT,2,NaT,NaT,0
apache/fineract-open-banking-app,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/openwhisk-runtime-go,13,67 days 06:15:19.230769231,13 days 05:06:10,4,11,8,2 days 14:19:24.875000,1 days 16:54:15.500000,1,-65 days +08:04:05.644230769,-12 days +11:48:05.500000,10
apache/royale-compiler,9,27 days 01:33:14.888888889,1 days 08:35:00,34,17,8,165 days 07:52:45,128 days 23:49:45,47,138 days 06:19:30.111111111,127 days 15:14:45,6
apache/skywalking-kubernetes,14,1 days 03:51:59.214285714,0 days 03:49:09,0,14,15,0 days 06:00:52.400000,0 days 00:32:10,0,-1 days +02:08:53.185714286,-1 days +20:43:01,16
apache/flink-playgrounds,7,41 days 12:44:04.714285714,27 days 17:57:47,3,5,5,7 days 12:10:33,4 days 02:37:08,2,-35 days +23:26:28.285714286,-24 days +08:39:21,6
apache/spark-docker,0,NaT,NaT,0,0,27,1 days 18:22:03.777777777,0 days 17:04:02,0,NaT,NaT,27
apache/thrift,195,72 days 22:06:05.892307692,13 days 17:11:18,826,192,165,93 days 16:01:14.272727273,1 days 21:02:15,847,20 days 17:55:08.380419581,-12 days +03:50:57,185
apache/maven-scripting-plugin,0,NaT,NaT,3,0,0,NaT,NaT,4,NaT,NaT,1
apache/ignite-website,44,1 days 06:06:28.295454545,0 days 01:26:19.500000,0,44,22,0 days 03:51:03.045454545,0 days 00:56:52,5,-2 days +21:44:34.750000,-1 days +23:30:32.500000,26
apache/netbeans-mavenutils-nb-repository-plugin,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/commons-dbcp,44,51 days 11:43:23.068181818,2 days 10:03:54.500000,35,45,56,16 days 22:22:10.160714285,0 days 10:59:57.500000,32,-35 days +10:38:47.092532467,-2 days +00:56:03,56
apache/sling-org-apache-sling-clam,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/iotdb-tsfile-viewer,0,NaT,NaT,0,0,6,0 days 16:47:02.500000,0 days 01:49:32.500000,0,NaT,NaT,10
apache/commons-compress,59,22 days 21:55:00.813559322,12 days 00:49:02,57,70,61,28 days 14:23:49.180327869,0 days 06:55:31,89,5 days 16:28:48.366768547,-12 days +06:06:29,63
apache/sling-site,4,3 days 19:22:00.250000,0 days 15:38:37.500000,2,4,11,34 days 10:49:23.454545454,3 days 16:17:18,5,30 days 15:27:23.204545454,3 days 00:38:40.500000,13
apache/fineract-cn-mobile,1,95 days 04:48:55,95 days 04:48:55,30,8,0,NaT,NaT,105,NaT,NaT,0
apache/nutch,56,281 days 22:06:53.339285716,13 days 05:13:01,262,71,60,457 days 01:36:59.633333336,103 days 23:59:03.500000,313,175 days 03:30:06.294047620,90 days 18:46:02.500000,39
apache/streams-examples,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/mynewt-artifact,5,6 days 17:15:58.400000,4 days 03:19:48,1,6,0,NaT,NaT,0,NaT,NaT,0
apache/kandula,0,NaT,NaT,7,0,0,NaT,NaT,7,NaT,NaT,0
apache/cloudstack-www,1,0 days 15:31:00,0 days 15:31:00,0,1,1,0 days 21:39:32,0 days 21:39:32,0,0 days 06:08:32,0 days 06:08:32,1
apache/sling-org-apache-sling-jcr-contentloader,3,3 days 06:08:52,2 days 02:48:35,1,3,3,59 days 04:19:32.333333333,8 days 19:44:36,2,55 days 22:10:40.333333333,6 days 16:56:01,3
apache/maven-plugins,0,NaT,NaT,18,0,0,NaT,NaT,17,NaT,NaT,0
apache/maven-apache-parent,6,41 days 02:55:52,15 days 09:59:17,0,6,28,40 days 23:39:36.607142857,26 days 06:27:22.500000,0,-1 days +20:43:44.607142857,10 days 20:28:05.500000,32
apache/sling-org-apache-sling-scripting-jsp,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/fluo-examples,4,0 days 21:45:09,0 days 10:07:02.500000,5,5,2,6 days 08:40:13,6 days 08:40:13,6,5 days 10:55:04,5 days 22:33:10.500000,2
apache/dubbo-python,0,NaT,NaT,12,2,1,0 days 09:43:48,0 days 09:43:48,17,NaT,NaT,1
apache/pulsar-adapters,3,1 days 18:58:45.666666666,0 days 06:33:23,0,6,0,NaT,NaT,11,NaT,NaT,4
apache/tiles-request,0,NaT,NaT,0,0,2,77 days 11:16:46,77 days 11:16:46,0,NaT,NaT,3
apache/openwhisk-package-template,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/activemq-nms-openwire,3,143 days 00:23:07.666666666,37 days 12:09:24,6,3,1,2 days 23:12:46,2 days 23:12:46,0,-141 days +22:49:38.333333334,-35 days +11:03:22,2
apache/helix,381,31 days 03:00:42.721784777,4 days 18:54:26,469,465,122,26 days 21:37:45.418032787,5 days 11:28:23,564,-5 days +18:37:02.696248010,0 days 16:33:57,168
apache/turbine-archetypes,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/lucenenet,87,43 days 11:30:30.333333333,1 days 00:07:10,73,95,116,14 days 19:47:42.594827586,0 days 14:45:24.500000,39,-29 days +08:17:12.261494253,-1 days +14:38:14.500000,145
apache/sling-org-apache-sling-hapi-client,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/juddi,11,32 days 10:08:51.545454545,15 days 08:56:30,30,2,26,27 days 22:48:19.615384615,22 days 23:23:34,34,-5 days +12:39:28.069930070,7 days 14:27:04,35
apache/gora-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/geronimo-genesis,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/apex-malhar,0,NaT,NaT,12,0,0,NaT,NaT,12,NaT,NaT,0
apache/couchdb-lager,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/apisix-go-plugin-runner,0,NaT,NaT,0,0,24,37 days 10:16:47.208333333,2 days 12:42:40,9,NaT,NaT,29
apache/tuscany-sca-2.x,0,NaT,NaT,0,0,5,99 days 02:01:44.400000,129 days 19:33:20,70,NaT,NaT,31
apache/doris-website,1,0 days 00:00:43,0 days 00:00:43,0,1,166,0 days 18:19:15.975903614,0 days 01:58:43,0,0 days 18:18:32.975903614,0 days 01:58:00,174
apache/openwhisk-vscode-extension,0,NaT,NaT,0,0,1,89 days 19:19:08,89 days 19:19:08,1,NaT,NaT,8
apache/cordova-amazon-fireos,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cloudstack-docs-install,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/parquet-site,0,NaT,NaT,0,0,2,5 days 06:41:52.500000,5 days 06:41:52.500000,0,NaT,NaT,5
apache/shardingsphere-ui,65,126 days 18:07:16.153846154,3 days 19:11:36,29,40,0,NaT,NaT,15,NaT,NaT,0
apache/dolphinscheduler-ambari,0,NaT,NaT,0,0,4,9 days 06:46:55.750000,0 days 00:07:14.500000,0,NaT,NaT,4
apache/sling-org-apache-sling-commons-classloader,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/camel,1582,28 days 17:34:07.881163084,0 days 05:46:07,543,1590,1883,258 days 13:28:25.248539568,0 days 11:26:35,722,229 days 19:54:17.367376484,0 days 05:40:28,1599
apache/xmlgraphics-fop-pdf-images,0,NaT,NaT,0,0,1,17 days 19:56:47,17 days 19:56:47,0,NaT,NaT,1
apache/kyuubi-website,0,NaT,NaT,0,0,22,0 days 09:37:37.863636363,0 days 00:11:48.500000,0,NaT,NaT,22
apache/archiva,1,12 days 06:33:25,12 days 06:33:25,203,5,18,38 days 20:39:15.055555555,25 days 05:52:10.500000,234,26 days 14:05:50.055555555,12 days 23:18:45.500000,20
apache/cassandra-website,21,1 days 02:02:38.714285714,0 days 11:44:51,1,22,47,9 days 01:40:02.085106383,1 days 13:31:48,11,7 days 23:37:23.370820669,1 days 01:46:57,53
apache/aries-journaled-events,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/fineract-cn-provisioner,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/yunikorn-k8shim,67,6 days 15:59:43.925373134,3 days 17:10:12,3,65,69,6 days 10:19:56.898550724,2 days 16:23:52,4,-1 days +18:20:12.973177590,-2 days +23:13:40,70
apache/mxnet-examples,1,0 days 00:00:24,0 days 00:00:24,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/felix-dev,30,9 days 12:00:01.366666666,0 days 15:49:32.500000,6,38,34,87 days 22:28:10.147058824,22 days 16:56:10,21,78 days 10:28:08.780392158,22 days 01:06:37.500000,30
apache/sling-org-apache-sling-event-dea,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/guacamole-website,4,0 days 00:38:08.500000,0 days 00:42:23,1,4,6,6 days 02:16:34.333333333,3 days 22:32:02.500000,1,6 days 01:38:25.833333333,3 days 21:49:39.500000,6
apache/tez,32,564 days 06:42:32.218750,430 days 20:00:49,38,16,26,149 days 05:47:55.730769230,18 days 01:37:12.500000,53,-416 days +23:05:23.512019230,-413 days +05:36:23.500000,31
apache/tomcat,83,8 days 15:06:26.180722891,2 days 23:03:35,10,88,48,9 days 10:37:20.708333333,2 days 21:21:24,17,0 days 19:30:54.527610442,-1 days +22:17:49,44
apache/jackrabbit-filevault,55,30 days 18:21:18.181818182,5 days 04:50:00,82,59,60,24 days 17:25:16.600000,1 days 02:37:17,88,-7 days +23:03:58.418181818,-5 days +21:47:17,64
apache/sling-org-apache-sling-junit-teleporter,0,NaT,NaT,0,0,1,2 days 08:53:00,2 days 08:53:00,0,NaT,NaT,2
apache/nifi-minifi,13,96 days 07:32:53.769230769,0 days 00:39:46,7,13,0,NaT,NaT,3,NaT,NaT,0
apache/flink-table-store,0,NaT,NaT,0,0,262,4 days 06:37:09.106870229,0 days 19:00:54.500000,8,NaT,NaT,263
apache/maven-enforcer,42,616 days 18:35:41.071428568,236 days 05:16:04.500000,62,24,77,43 days 07:09:39.350649350,5 days 19:23:53,34,-574 days +12:33:58.279220782,-231 days +14:07:48.500000,74
apache/pulsar,1469,52 days 07:14:11.168141592,3 days 00:40:35,826,1695,3586,270 days 02:12:48.366982712,15 days 23:31:18.500000,2229,217 days 18:58:37.198841120,12 days 22:50:43.500000,2566
apache/xerces-c,1,0 days 00:09:50,0 days 00:09:50,153,2,23,398 days 09:34:03.956521740,380 days 08:58:57,180,398 days 09:24:13.956521740,380 days 08:49:07,6
apache/tomcat-native,1,3 days 00:51:50,3 days 00:51:50,1,1,3,67 days 19:45:04.333333333,101 days 16:10:38,2,64 days 18:53:14.333333333,98 days 15:18:48,3
apache/activemq-nms-amqp,0,NaT,NaT,4,0,0,NaT,NaT,4,NaT,NaT,1
apache/maven-invoker,3,55 days 03:20:17,25 days 04:59:43,1,3,10,22 days 08:48:38,6 days 23:55:02,1,-33 days +05:28:21,-19 days +18:55:19,9
apache/sling-org-apache-sling-jcr-repoinit,0,NaT,NaT,0,0,12,48 days 19:21:09.750000,0 days 08:28:34,4,NaT,NaT,15
apache/sling-org-apache-sling-thumbnails,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/geronimo-opentracing,0,NaT,NaT,1,0,1,1146 days 05:34:17,1146 days 05:34:17,2,NaT,NaT,1
apache/puppet-backuppc,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/usergrid-java,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/fluo-bytes,4,0 days 21:43:28.250000,0 days 10:02:52,2,4,0,NaT,NaT,2,NaT,NaT,0
apache/sling-org-apache-sling-engine,1,0 days 00:00:21,0 days 00:00:21,1,2,7,1 days 12:40:34.285714285,0 days 18:56:42,2,1 days 12:40:13.285714285,0 days 18:56:21,9
apache/flink-connector-hbase,0,NaT,NaT,0,0,4,4 days 16:33:43.750000,4 days 23:22:53,0,NaT,NaT,6
apache/rya-site,2,2 days 10:54:23,2 days 10:54:23,0,2,0,NaT,NaT,0,NaT,NaT,0
apache/madlib-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk-GitHubSlackBot,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-slingstart-maven-plugin,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/flink-connector-cassandra,0,NaT,NaT,0,0,2,1 days 10:03:09.500000,1 days 10:03:09.500000,0,NaT,NaT,3
apache/sling-org-apache-sling-installer-provider-file,1,34 days 14:26:19,34 days 14:26:19,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-site-plugin,2,0 days 00:02:33.500000,0 days 00:02:33.500000,35,4,45,317 days 13:46:57.244444444,9 days 01:05:10,41,317 days 13:44:23.744444444,9 days 01:02:36.500000,39
apache/camel-website,112,6 days 01:25:13.580357142,0 days 11:33:53,8,105,89,5 days 10:21:03.640449438,0 days 14:01:27,18,-1 days +08:55:50.060092296,0 days 02:27:34,90
apache/cordova-plugin-console,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/mahout,22,251 days 03:18:27.909090908,5 days 00:13:42.500000,116,28,1,0 days 00:00:13,0 days 00:00:13,122,-252 days +20:41:45.090909092,-6 days +23:46:30.500000,2
apache/fineract-cn-docker-compose,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/bahir,13,61 days 13:09:05,38 days 00:51:21,59,18,19,161 days 09:27:07.368421052,38 days 11:51:21,91,99 days 20:18:02.368421052,0 days 11:00:00,19
apache/pulsar-client-cpp,0,NaT,NaT,7,0,116,13 days 02:42:46.405172413,0 days 21:22:29.500000,12,NaT,NaT,151
apache/echarts,973,285 days 00:27:24.124357652,2 days 01:39:38,1735,1033,740,455 days 00:13:44.158108104,483 days 14:00:53,2188,169 days 23:46:20.033750452,481 days 12:21:15,822
apache/giraph,13,150 days 22:51:23.076923076,0 days 14:52:21,213,14,0,NaT,NaT,220,NaT,NaT,3
apache/sling-org-apache-sling-installer-factory-packages,0,NaT,NaT,0,0,1,15 days 00:50:47,15 days 00:50:47,0,NaT,NaT,1
apache/trafficserver,407,38 days 09:04:56.562653562,3 days 09:35:51,1080,439,327,33 days 05:11:00.663608562,3 days 23:16:16,997,-6 days +20:06:04.100955,0 days 13:40:25,343
apache/openoffice-mwiki,1,0 days 00:55:01,0 days 00:55:01,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/skywalking-rover,0,NaT,NaT,0,0,30,0 days 03:16:52.233333333,0 days 01:37:39,0,NaT,NaT,30
apache/myfaces-trinidad-maven,0,NaT,NaT,0,0,1,0 days 14:09:40,0 days 14:09:40,0,NaT,NaT,1
apache/cordova-browser,8,210 days 22:08:50.750000,157 days 05:48:51.500000,12,3,2,262 days 10:44:54.500000,262 days 10:44:54.500000,10,51 days 12:36:03.750000,105 days 04:56:03,3
apache/mod_perl,3,677 days 12:18:19,812 days 03:12:38,3,0,0,NaT,NaT,1,NaT,NaT,0
apache/arrow-site,20,4 days 06:45:14.650000,0 days 05:15:09,2,20,68,4 days 04:19:32.176470588,0 days 22:21:16,0,-1 days +21:34:17.526470588,0 days 17:06:07,72
apache/jclouds-labs,1,8 days 14:26:20,8 days 14:26:20,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/commons-cli,20,61 days 07:37:05.650000,2 days 10:33:27,10,18,40,5 days 04:40:44.450000,0 days 07:46:26.500000,7,-57 days +21:03:38.800000,-3 days +21:12:59.500000,42
apache/sling-org-apache-sling-servlets-annotations,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/cayenne-modeler,0,NaT,NaT,0,0,1,159 days 21:59:07,159 days 21:59:07,0,NaT,NaT,2
apache/pdfbox,191,392 days 09:24:37.759162308,6 days 13:27:58,367,172,81,181 days 23:17:15.061728396,1 days 03:06:19,425,-211 days +13:52:37.302566088,-6 days +13:38:21,88
apache/ws-axiom,66,0 days 04:26:10.227272727,0 days 00:37:44,15,68,63,2 days 22:24:48.761904761,1 days 20:19:02,18,2 days 17:58:38.534632034,1 days 19:41:18,65
apache/sling-org-apache-sling-scripting-core,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/mxnet-test,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/beam-starter-kotlin,0,NaT,NaT,0,0,12,20 days 17:59:57.666666666,18 days 00:21:37,0,NaT,NaT,14
apache/cordova-wp8,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/turbine-fulcrum-json,0,NaT,NaT,0,0,1,111 days 14:15:04,111 days 14:15:04,1,NaT,NaT,1
apache/couchdb-cassim,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/beam-starter-go,0,NaT,NaT,0,0,6,9 days 08:15:43.500000,0 days 00:09:11.500000,0,NaT,NaT,7
apache/cordova-firefoxos,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/logging-chainsaw,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,1
apache/arrow-flight-sql-postgresql,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/xalan-java,0,NaT,NaT,0,0,2,13 days 04:20:44.500000,13 days 04:20:44.500000,1,NaT,NaT,3
apache/groovy-examples,1,2 days 23:19:53,2 days 23:19:53,0,3,0,NaT,NaT,3,NaT,NaT,0
apache/sling-org-apache-sling-auth-core,2,0 days 17:45:03.500000,0 days 17:45:03.500000,1,3,2,5 days 10:04:49,5 days 10:04:49,1,4 days 16:19:45.500000,4 days 16:19:45.500000,2
apache/roller,7,29 days 20:36:33.714285714,6 days 23:39:38,63,9,1,321 days 06:02:50,321 days 06:02:50,68,291 days 09:26:16.285714286,314 days 06:23:12,4
apache/openwhisk-deploy-openshift,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/logging-log4j-site,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/apisix-ingress-docker,0,NaT,NaT,0,0,3,1 days 07:42:03.666666666,0 days 00:05:41,0,NaT,NaT,3
apache/usergrid-dotnet,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/mynewt-blinky,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/fineract-cn-data-jpa,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/aries-rsa,0,NaT,NaT,0,0,1,2 days 17:44:48,2 days 17:44:48,1,NaT,NaT,3
apache/unomi,84,20 days 21:04:01.630952381,4 days 20:06:31.500000,56,113,221,147 days 21:06:48.515837104,7 days 19:59:14,116,127 days 00:02:46.884884723,2 days 23:52:42.500000,212
apache/arrow-julia,78,4 days 13:35:48.269230769,0 days 15:39:06.500000,0,94,29,69 days 06:36:44.827586207,1 days 02:27:29,75,64 days 17:00:56.558355438,0 days 10:48:22.500000,43
apache/infrastructure-blocky-client,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-ear-plugin,48,298 days 06:18:34.916666668,4 days 19:34:36,13,41,48,104 days 19:49:05.812500,2 days 03:07:24.500000,19,-194 days +13:30:30.895833332,-3 days +07:32:48.500000,41
apache/skywalking-oal-tool,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/shenyu-client-dotnet,0,NaT,NaT,0,0,24,3 days 17:45:44.791666666,0 days 05:06:08.500000,1,NaT,NaT,24
apache/cordova-create,2,10 days 21:07:16,10 days 21:07:16,0,2,10,24 days 21:04:42.700000,0 days 01:27:43,1,13 days 23:57:26.700000,-11 days +04:20:27,9
apache/cordova-contribute,0,NaT,NaT,18,0,0,NaT,NaT,18,NaT,NaT,0
apache/duo_unix,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-samples,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,6
apache/sling-parent,2,0 days 09:49:30,0 days 09:49:30,1,2,4,12 days 16:33:07.500000,10 days 06:54:16.500000,1,12 days 06:43:37.500000,9 days 21:04:46.500000,3
apache/dubbo-awesome,0,NaT,NaT,0,0,32,10 days 08:38:32.406250,0 days 02:35:25.500000,59,NaT,NaT,32
apache/sling-org-apache-sling-feature-analyser,10,132 days 04:37:46.500000,0 days 16:31:52,2,8,5,1 days 12:51:27,1 days 00:37:39,0,-131 days +08:13:40.500000,0 days 08:05:47,6
apache/sling-org-apache-sling-commons-clam,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/predictionio-template-similar-product,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/thrift-website,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/template-site,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/cordova-registry,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/dolphinscheduler,1256,56 days 15:21:46.147292993,4 days 04:22:44.500000,494,1251,2114,38 days 03:22:22.218070010,1 days 23:56:43,811,-19 days +12:00:36.070777017,-3 days +19:33:58.500000,2369
apache/daffodil-extra,0,NaT,NaT,0,0,2,0 days 07:54:19.500000,0 days 07:54:19.500000,0,NaT,NaT,2
apache/manifoldcf-integration-solr-3.x,0,NaT,NaT,1,0,0,NaT,NaT,2,NaT,NaT,1
apache/cordova-common,3,8 days 11:37:06.666666666,3 days 07:09:20,10,5,9,23 days 20:35:16.111111111,0 days 03:17:51,13,15 days 08:58:09.444444445,-4 days +20:08:31,14
apache/rocketmq-e2e,0,NaT,NaT,0,0,4,0 days 06:40:19.750000,0 days 00:56:06,0,NaT,NaT,4
apache/commons-logging,26,79 days 03:06:12.769230769,38 days 06:36:03.500000,16,28,39,35 days 04:05:33.820512820,0 days 02:28:00,31,-44 days +00:59:21.051282051,-39 days +19:51:56.500000,36
apache/odftoolkit,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/arrow-experimental-rs-parquet2,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/geode-native,89,16 days 00:52:10.280898876,3 days 14:28:26,4,91,11,66 days 20:32:22.363636364,26 days 14:20:27,20,50 days 19:40:12.082737488,22 days 23:52:01,11
apache/activemq-artemis-native,2,84 days 22:04:41,84 days 22:04:41,3,3,6,528 days 12:56:09.500000,612 days 03:03:06.500000,4,443 days 14:51:28.500000,527 days 04:58:25.500000,5
apache/airavata-data-catalog,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/infrastructure-website,9,14 days 19:58:49.333333333,0 days 02:30:48,1,12,15,0 days 06:20:07,0 days 01:22:15,6,-15 days +10:21:17.666666667,-1 days +22:51:27,15
